Table 1/2: Government Information Requests,,,,,,,,,,,,
2015-01-01,Kenya,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Kuwait,0,0,7,(null),(null),1,0,0,16,0,0
2015-01-01,Lebanon,0,0,1,(null),(null),0,0,0,3,0,0
2015-01-01,Mexico,0,0,7,(null),(null),0,0,0,9,0,0
2015-01-01,Netherlands,0,0,18,(null),(null),0.33,0,0,25,0,0
2015-01-01,Pakistan,0,0,3,(null),(null),0,0,0,3,0,0
2015-01-01,Poland,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Portugal,0,0,3,(null),(null),0,0,0,3,0,0
2015-01-01,Russia,0,0,43,(null),(null),0,0,0,46,0,0
2015-01-01,Saudi Arabia,0,0,93,(null),(null),0.69,0,0,112,0,0
2015-01-01,Serbia,0,0,3,(null),(null),0.33,0,0,3,0,0
2015-01-01,South Korea,0,0,30,(null),(null),0.57,0,0,53,0,0
2015-01-01,Spain,0,0,110,(null),(null),0.24,0,0,310,0,0
2015-01-01,Sweden,0,0,4,(null),(null),0.5,0,0,4,0,0
2015-01-01,Switzerland,0,0,3,(null),(null),0,0,0,4,0,0
2015-01-01,Turkey,0,0,412,(null),(null),0,0,0,670,0,0
2015-01-01,United Arab Emirates,0,0,2,(null),(null),0.5,0,0,2,0,0
2015-01-01,United Kingdom,0,0,299,(null),(null),0.52,0,0,1041,0,0
2015-01-01,United States,0,0,2436,(null),(null),0.8,0,0,6324,0,0
2014-07-01,Argentina,0,0,3,(null),(null),0.33,0,0,4,0,0
2014-07-01,Australia,0,0,10,(null),(null),0.5,0,0,10,0,0
2014-07-01,Belgium,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Belize,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Brazil,0,0,50,(null),(null),0.14,0,0,158,0,0
2014-07-01,Canada,0,0,32,(null),(null),0.34,0,0,37,0,0
2014-07-01,Colombia,0,0,3,(null),(null),0,0,0,4,0,0
2014-07-01,Denmark,0,0,3,(null),(null),0.33,0,0,3,0,0
2014-07-01,Egypt,0,0,1,(null),(null),0,0,0,2,0,0
2014-07-01,El Salvador,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,France,0,0,60,(null),(null),0.13,0,0,81,0,0
2014-07-01,Germany,0,0,17,(null),(null),0.12,0,0,18,0,0
2014-07-01,Greece,0,0,3,(null),(null),0,0,0,5,0,0
2014-07-01,India,0,0,41,(null),(null),0.22,0,0,1938,0,0
2014-07-01,Israel,0,0,16,(null),(null),0.13,0,0,23,0,0
2014-07-01,Japan,0,0,288,(null),(null),0.36,0,0,343,0,0
2014-07-01,Kenya,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Kuwait,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Lebanon,0,0,3,(null),(null),0,0,0,3,0,0
2014-07-01,Mexico,0,0,7,(null),(null),0,0,0,64,0,0
2014-07-01,Netherlands,0,0,4,(null),(null),0.25,0,0,8,0,0
2014-07-01,New Zealand,0,0,1,(null),(null),0,0,0,2,0,0
2014-07-01,Norway,0,0,1,(null),(null),1,0,0,1,0,0
2014-07-01,Portugal,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Russia,0,0,108,(null),(null),0,0,0,108,0,0
2014-07-01,Saudi Arabia,0,0,31,(null),(null),0.06,0,0,36,0,0
2014-07-01,South Korea,0,0,4,(null),(null),0.5,0,0,4,0,0
2014-07-01,Spain,0,0,69,(null),(null),0.12,0,0,104,0,0
2014-07-01,Sweden,0,0,2,(null),(null),0,0,0,2,0,0
2014-07-01,Switzerland,0,0,3,(null),(null),0,0,0,3,0,0
2014-07-01,Turkey,0,0,356,(null),(null),0,0,0,496,0,0
2014-07-01,United Arab Emirates,0,0,11,(null),(null),0,0,0,11,0,0
2014-07-01,United Kingdom,0,0,116,(null),(null),0.34,0,0,371,0,0
2014-07-01,United States,0,0,1622,(null),(null),0.8,0,0,3299,0,0
2014-01-01,Albania,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Argentina,0,0,7,(null),(null),0,0,0,8,0,0
2014-01-01,Australia,0,0,2,(null),(null),1,0,0,2,0,0
2014-01-01,Bahrain,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Brazil,0,0,77,(null),(null),0.39,0,0,157,0,0
2014-01-01,Canada,0,0,30,(null),(null),0.23,0,0,33,0,0
2014-01-01,Chile,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Colombia,0,0,5,(null),(null),0.2,0,0,5,0,0
2014-01-01,Denmark,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Egypt,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,France,0,0,36,(null),(null),0.08,0,0,51,0,0
2014-01-01,Germany,0,0,14,(null),(null),0.21,0,0,28,0,0
2014-01-01,Greece,0,0,16,(null),(null),0.13,0,0,37,0,0
2014-01-01,India,0,0,16,(null),(null),0.13,0,0,44,0,0
2014-01-01,Ireland,0,0,3,(null),(null),0.33,0,0,4,0,0
2014-01-01,Italy,0,0,10,(null),(null),0.2,0,0,19,0,0
2014-01-01,Japan,0,0,192,(null),(null),0.36,0,0,245,0,0
2014-01-01,Kuwait,0,0,5,(null),(null),0,0,0,5,0,0
2014-01-01,Lebanon,0,0,5,(null),(null),0,0,0,11,0,0
2014-01-01,Lithuania,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Malaysia,0,0,3,(null),(null),0,0,0,3,0,0
2014-01-01,Mexico,0,0,5,(null),(null),0,0,0,5,0,0
2014-01-01,Netherlands,0,0,5,(null),(null),0.2,0,0,8,0,0
2014-01-01,New Zealand,0,0,2,(null),(null),0.5,0,0,2,0,0
2014-01-01,Norway,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Oman,0,0,2,(null),(null),0,0,0,5,0,0
2014-01-01,Pakistan,0,0,2,(null),(null),0,0,0,2,0,0
2014-01-01,Saudi Arabia,0,0,189,(null),(null),0.01,0,0,196,0,0
2014-01-01,Singapore,0,0,1,(null),(null),0,0,0,2,0,0
2014-01-01,South Korea,0,0,6,(null),(null),0.17,0,0,6,0,0
2014-01-01,Spain,0,0,43,(null),(null),0.12,0,0,64,0,0
2014-01-01,Sri Lanka,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Switzerland,0,0,3,(null),(null),0,0,0,3,0,0
2014-01-01,Thailand,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Trinidad And Tobago,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Turkey,0,0,24,(null),(null),0,0,0,27,0,0
2014-01-01,United Arab Emirates,0,0,6,(null),(null),0,0,0,6,0,0
2014-01-01,United Kingdom,0,0,78,(null),(null),0.46,0,0,220,0,0
2014-01-01,United States,0,0,1257,(null),(null),0.72,0,0,1918,0,0
2014-01-01,Venezuela,0,0,4,(null),(null),0,0,0,5,0,0
2013-07-01,Argentina,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Australia,0,0,5,(null),(null),0.2,0,0,6,0,0
2013-07-01,Belgium,0,0,2,(null),(null),0.5,0,0,2,0,0
2013-07-01,Brazil,0,0,20,(null),(null),0.3,0,0,55,0,0
2013-07-01,Canada,0,0,18,(null),(null),0.56,0,0,19,0,0
2013-07-01,Colombia,0,0,4,(null),(null),0,0,0,7,0,0
2013-07-01,France,0,0,57,(null),(null),0.23,0,0,102,0,0
2013-07-01,Germany,0,0,3,(null),(null),0.33,0,0,3,0,0
2013-07-01,Greece,0,0,9,(null),(null),0.11,0,0,9,0,0
2013-07-01,Hong Kong SAR,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,India,0,0,19,(null),(null),0.32,0,0,27,0,0
2013-07-01,Indonesia,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Italy,0,0,19,(null),(null),0,0,0,19,0,0
2013-07-01,Japan,0,0,213,(null),(null),0.23,0,0,253,0,0
2013-07-01,Kuwait,0,0,1,(null),(null),0,0,0,2,0,0
2013-07-01,Lebanon,0,0,3,(null),(null),0.67,0,0,6,0,0
2013-07-01,Malaysia,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Maldives,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Mexico,0,0,1,(null),(null),0,0,0,4,0,0
2013-07-01,Netherlands,0,0,9,(null),(null),0.56,0,0,14,0,0
2013-07-01,New Zealand,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Norway,0,0,1,(null),(null),1,0,0,1,0,0
2013-07-01,Oman,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Pakistan,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Qatar,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Saudi Arabia,0,0,110,(null),(null),0.05,0,0,12,0,0
2013-07-01,Singapore,0,0,2,(null),(null),0,0,0,2,0,0
2013-07-01,Spain,0,0,13,(null),(null),0,0,0,26,0,0
2013-07-01,Turkey,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,United Arab Emirates,0,0,2,(null),(null),0,0,0,2,0,0
2013-07-01,United Kingdom,0,0,56,(null),(null),0.43,0,0,117,0,0
2013-07-01,United States,0,0,833,(null),(null),0.69,0,0,1323,0,0
2013-01-01,Argentina,0,0,2,(null),(null),0,0,0,2,0,0
2013-01-01,Australia,0,0,8,(null),(null),0.25,0,0,58,0,0
2013-01-01,Brazil,0,0,22,(null),(null),0.32,0,0,44,0,0
2013-01-01,Canada,0,0,12,(null),(null),0.17,0,0,13,0,0
2013-01-01,Ecuador,0,0,3,(null),(null),1,0,0,3,0,0
2013-01-01,France,0,0,18,(null),(null),0.11,0,0,35,0,0
2013-01-01,Germany,0,0,6,(null),(null),0.17,0,0,6,0,0
2013-01-01,Greece,0,0,8,(null),(null),0,0,0,9,0,0
2013-01-01,India,0,0,5,(null),(null),0,0,0,6,0,0
2013-01-01,Ireland,0,0,1,(null),(null),1,0,0,1,0,0
2013-01-01,Italy,0,0,22,(null),(null),0,0,0,22,0,0
2013-01-01,Japan,0,0,87,(null),(null),0.16,0,0,103,0,0
2013-01-01,Kuwait,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,Mexico,0,0,11,(null),(null),0,0,0,19,0,0
2013-01-01,Netherlands,0,0,3,(null),(null),0.33,0,0,3,0,0
2013-01-01,Philippines,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,Saudi Arabia,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,Singapore,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,South Korea,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,Spain,0,0,13,(null),(null),0,0,0,14,0,0
2013-01-01,Switzerland,0,0,1,(null),(null),0,0,0,1,0,0
2013-01-01,Turkey,0,0,1,(null),(null),0,0,0,4,0,0
2013-01-01,United Kingdom,0,0,26,(null),(null),0.15,0,0,29,0,0
2013-01-01,United States,0,0,902,(null),(null),0.67,0,0,1319,0,0
2013-01-01,Venezuela,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Argentina,0,0,2,(null),(null),0,0,0,13,0,0
2012-07-01,Australia,0,0,5,(null),(null),0.2,0,0,5,0,0
2012-07-01,Brazil,0,0,34,(null),(null),0.12,0,0,43,0,0
2012-07-01,Canada,0,0,15,(null),(null),0.07,0,0,22,0,0
2012-07-01,Denmark,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,France,0,0,12,(null),(null),0,0,0,54,0,0
2012-07-01,Germany,0,0,5,(null),(null),0,0,0,5,0,0
2012-07-01,Greece,0,0,8,(null),(null),0,0,0,15,0,0
2012-07-01,India,0,0,5,(null),(null),0,0,0,6,0,0
2012-07-01,Indonesia,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Ireland,0,0,2,(null),(null),0,0,0,2,0,0
2012-07-01,Israel,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Italy,0,0,3,(null),(null),0,0,0,4,0,0
2012-07-01,Japan,0,0,62,(null),(null),0.05,0,0,75,0,0
2012-07-01,Mexico,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Netherlands,0,0,3,(null),(null),0.33,0,0,3,0,0
2012-07-01,Qatar,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,South Sudan,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Spain,0,0,5,(null),(null),0,0,0,6,0,0
2012-07-01,Switzerland,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,Turkey,0,0,1,(null),(null),0,0,0,1,0,0
2012-07-01,United Kingdom,0,0,25,(null),(null),0.04,0,0,27,0,0
2012-07-01,United States,0,0,815,(null),(null),0.69,0,0,1145,0,0
2012-01-01,Australia,0,0,3,(null),(null),0.33,0,0,3,0,0
2012-01-01,Austria,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Brazil,0,0,5,(null),(null),0,0,0,6,0,0
2012-01-01,Bulgaria,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Canada,0,0,11,(null),(null),0.18,0,0,12,0,0
2012-01-01,France,0,0,6,(null),(null),0,0,0,6,0,0
2012-01-01,Germany,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Greece,0,0,3,(null),(null),0.33,0,0,3,0,0
2012-01-01,India,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Indonesia,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Italy,0,0,4,(null),(null),0,0,0,6,0,0
2012-01-01,Japan,0,0,98,(null),(null),0.2,0,0,147,0,0
2012-01-01,Mexico,0,0,5,(null),(null),0,0,0,5,0,0
2012-01-01,Netherlands,0,0,4,(null),(null),0.5,0,0,5,0,0
2012-01-01,Peru,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Portugal,0,0,2,(null),(null),0,0,0,4,0,0
2012-01-01,South Korea,0,0,1,(null),(null),0,0,0,7,0,0
2012-01-01,Spain,0,0,8,(null),(null),0,0,0,12,0,0
2012-01-01,Sweden,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Switzerland,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,Turkey,0,0,1,(null),(null),0,0,0,1,0,0
2012-01-01,United Kingdom,0,0,11,(null),(null),0.18,0,0,11,0,0
2012-01-01,United States,0,0,679,(null),(null),0.75,0,0,948,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 2/2: Non-Government Information Requests,,,,,,,,,,,,
Time period start,Country,Information requests,Compliance,Accounts specified,User notice,,,,,,,
2020-01-01,Austria,2,0,2,0,,,,,,,
2020-01-01,Belgium,1,0,0,0,,,,,,,
2020-01-01,Brazil,73,0.34,166,0.51,,,,,,,
2020-01-01,Canada,3,0.33,9,0.33,,,,,,,
2020-01-01,France,8,0.25,42,0,,,,,,,
2020-01-01,Germany,4,0,7,0.25,,,,,,,
2020-01-01,India,5,0.2,83,0,,,,,,,
2020-01-01,Ireland,6,0.17,8,0,,,,,,,
2020-01-01,Japan,134,0.62,222,0.59,,,,,,,
2020-01-01,Netherlands,1,0,0,0,,,,,,,
2020-01-01,Saudi Arabia,1,0,1,0,,,,,,,
2020-01-01,Spain,4,0,3,0,,,,,,,
2020-01-01,United Kingdom,6,0,11,0,,,,,,,
2020-01-01,United States,60,0.08,235,0.48,,,,,,,
2019-07-01,Australia,2,0,2,0,,,,,,,
2019-07-01,Austria,1,0,1,0,,,,,,,
2019-07-01,Brazil,62,0.27,228,0.24,,,,,,,
2019-07-01,Canada,2,0,3,0,,,,,,,
2019-07-01,Colombia,1,0,1,0,,,,,,,
2019-07-01,France,10,0.5,41,0.1,,,,,,,
2019-07-01,Germany,6,0,11,0,,,,,,,
2019-07-01,Hong Kong SAR,1,0,1,0,,,,,,,
2019-07-01,India,2,0,6,0,,,,,,,
2019-07-01,Ireland,3,0,12,0,,,,,,,
2019-07-01,Italy,1,0,1,0,,,,,,,
2019-07-01,Japan,105,0.71,280,0.7,,,,,,,
2019-07-01,Nigeria,1,0,7,0,,,,,,,
2019-07-01,South Africa,1,0,1,0,,,,,,,
2019-07-01,Spain,1,0,1,0,,,,,,,
2019-07-01,United Kingdom,7,0,7,0,,,,,,,
2019-07-01,United States,51,0.06,126,0.45,,,,,,,
2019-01-01,Austria,1,0,1,0,,,,,,,
2019-01-01,Belgium,1,0,5,0,,,,,,,
2019-01-01,Brazil,31,0.26,155,0.13,,,,,,,
2019-01-01,France,12,0.08,12,0.17,,,,,,,
2019-01-01,Germany,3,0,2,0,,,,,,,
2019-01-01,India,2,0.5,8,0.5,,,,,,,
2019-01-01,Italy,1,0,1,0,,,,,,,
2019-01-01,Japan,79,0.57,130,0.62,,,,,,,
2019-01-01,Mexico,1,0,1,0,,,,,,,
2019-01-01,Spain,1,0,0,0,,,,,,,
2019-01-01,United Kingdom,6,0.33,7,0.17,,,,,,,
2019-01-01,United States,62,0.1,204,0.47,,,,,,,
2018-07-01,Australia,2,0,3,0,,,,,,,
2018-07-01,Austria,2,0,2,0,,,,,,,
2018-07-01,Brazil,51,0.24,299,0.59,,,,,,,
2018-07-01,Canada,2,0,5,0,,,,,,,
2018-07-01,Colombia,1,0,1,0,,,,,,,
2018-07-01,France,8,0.5,10,0.63,,,,,,,
2018-07-01,Germany,1,0,1,0,,,,,,,
2018-07-01,India,7,0.71,484,0.57,,,,,,,
2018-07-01,Ireland,2,0.5,2,0.5,,,,,,,
2018-07-01,Italy,1,0,1,0,,,,,,,
2018-07-01,Japan,52,0.71,98,0.42,,,,,,,
2018-07-01,Poland,1,0,1,0,,,,,,,
2018-07-01,Spain,1,0,1,0,,,,,,,
2018-07-01,Turkey,1,0,2,0,,,,,,,
2018-07-01,United Kingdom,4,0.25,7,0.25,,,,,,,
2018-07-01,United States,69,0.16,117,0.43,,,,,,,
2018-01-01,Australia,2,0,2,0,,,,,,,
2018-01-01,Austria,1,0,2,0,,,,,,,
2018-01-01,Brazil,32,0.25,74,0.81,,,,,,,
2018-01-01,France,9,0.56,36,0,,,,,,,
2018-01-01,Germany,3,0,3,0,,,,,,,
2018-01-01,India,1,0,1,0,,,,,,,
2018-01-01,Ireland,3,0,3,0,,,,,,,
2018-01-01,Japan,58,0.71,347,0.6,,,,,,,
2018-01-01,Netherlands,2,0.5,2,0,,,,,,,
2018-01-01,Singapore,1,0,1,0,,,,,,,
2018-01-01,Spain,1,0,1,0,,,,,,,
2018-01-01,United Kingdom,10,0.2,15,0.2,,,,,,,
2018-01-01,United States,77,0.17,212,0.49,,,,,,,
2017-07-01,Australia,2,0.5,7,0,,,,,,,
2017-07-01,Brazil,29,0.07,93,0.69,,,,,,,
2017-07-01,Canada,3,0,3,0,,,,,,,
2017-07-01,Ecuador,1,0,1,0,,,,,,,
2017-07-01,France,9,0.56,56,0.22,,,,,,,
2017-07-01,Germany,3,0,5,0,,,,,,,
2017-07-01,India,3,0,4,0,,,,,,,
2017-07-01,Ireland,4,0.25,4,0.25,,,,,,,
2017-07-01,Japan,47,0.7,134,0.6,,,,,,,
2017-07-01,South Korea,1,0,2,0,,,,,,,
2017-07-01,Spain,1,0,2,0,,,,,,,
2017-07-01,United Kingdom,4,0,10,0,,,,,,,
2017-07-01,United States,72,0.22,361,0.56,,,,,,,
2017-01-01,Australia,3,0,6,0,,,,,,,
2017-01-01,Brazil,21,0.1,236,0.38,,,,,,,
2017-01-01,Canada,3,0,3,0,,,,,,,
2017-01-01,France,23,0.26,26,0.3,,,,,,,
2017-01-01,Germany,2,0,5,0,,,,,,,
2017-01-01,Ireland,2,0,2,0,,,,,,,
2017-01-01,Japan,29,0.72,58,0.66,,,,,,,
2017-01-01,Netherlands,1,0,4,0,,,,,,,
2017-01-01,Spain,2,0,4,0,,,,,,,
2017-01-01,United Kingdom,8,0,9,0,,,,,,,
2017-01-01,United States,52,0.17,84,0.54,,,,,,,
2016-07-01,Australia,1,0,1,0,,,,,,,
2016-07-01,Brazil,28,0.39,59,0.68,,,,,,,
2016-07-01,Canada,1,0,2,0,,,,,,,
2016-07-01,France,8,0.5,14,0.75,,,,,,,
2016-07-01,Germany,4,0,128,0,,,,,,,
2016-07-01,Ireland,1,0,1,0,,,,,,,
2016-07-01,Japan,31,0.74,41,0.55,,,,,,,
2016-07-01,South Africa,1,1,1,1,,,,,,,
2016-07-01,Spain,2,0,2,0,,,,,,,
2016-07-01,United Arab Emirates,1,0,3,0,,,,,,,
2016-07-01,United Kingdom,6,0,16,0,,,,,,,
2016-07-01,United States,62,0.06,129,0.53,,,,,,,
2016-01-01,Australia,1,0,1,0,,,,,,,
2016-01-01,Brazil,21,0.57,104,0.19,,,,,,,
2016-01-01,Colombia,1,0,1,0,,,,,,,
2016-01-01,France,10,0.4,24,0.5,,,,,,,
2016-01-01,India,1,0,2,0,,,,,,,
2016-01-01,Ireland,2,0,3,0,,,,,,,
2016-01-01,Japan,27,0.74,52,0.63,,,,,,,
2016-01-01,Kuwait,1,0,1,0,,,,,,,
2016-01-01,South Africa,1,0,1,0,,,,,,,
2016-01-01,Spain,5,0,5,0,,,,,,,
2016-01-01,United Kingdom,11,0.18,30,0.18,,,,,,,
2016-01-01,United States,50,0.24,111,0.64,,,,,,,
2015-07-01,Brazil,15,0.4,51,0.2,,,,,,,
2015-07-01,France,9,0.33,9,0.33,,,,,,,
2015-07-01,Germany,6,0,7,0,,,,,,,
2015-07-01,Japan,14,0.79,22,0.64,,,,,,,
2015-07-01,Netherlands,1,0,1,0,,,,,,,
2015-07-01,South Korea,1,0,1,0,,,,,,,
2015-07-01,Spain,1,0,1,0,,,,,,,
2015-07-01,Sweden,1,0,1,0,,,,,,,
2015-07-01,United Kingdom,5,0,12,0,,,,,,,
2015-07-01,United States,72,0.13,145,0.85,,,,,,,
2015-01-01,Worldwide,125,0.3,352,0,,,,,,,
2014-07-01,Worldwide,142,0.25,455,0,,,,,,,